Usuario,Fecha,Polaridad,Contenido
maria_rey,2011-12-20T13:00:04,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Zapatero', 'value': 'NEU', 'type': 'AGREEMENT'}]","Últimas palabras de #investidurarajoy para Zapatero ""acertó y se equivocó..pero ha sido el Presidente del Gobierno y así lo veré siempre"""
sanchez_sonia,2011-12-20T13:01:03,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'ZP', 'value': 'P+', 'type': 'AGREEMENT'}]","Elegante y afectuoso Rajoy con #ZP: ""mis mejores deseos... Usted acertó y se equivocó, como todos"" #investidura"
carmenmorodo,2011-12-20T13:01:12,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Zapatero', 'value': 'P', 'type': 'AGREEMENT'}]","Rajoy dirige sus últimas palabras a Zapatero: ""ha tenido el gran honor de ser prte. del Gobierno de España, y así le veré siempre"""
sonsolesonega,2011-12-20T13:04:06,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Zapatero', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rubalcaba', 'value': 'N', 'type': 'AGREEMENT'}]","Corrillos de diputados en #investidura. Rubalcaba y Zapatero hablan en el escaño del Presidente, que hoy se despide de la vida parlamentaria"
DiegoMazon78,2011-12-20T13:08:02,"{'value': 'NONE', 'type': 'AGREEMENT'}",En #alrojovivo esperando la votacion del Congreso
maria_rey,2011-12-20T13:16:02,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Amaiur', 'value': 'N', 'type': 'AGREEMENT'}]","Amaiur justifica la abstención ""no participamos en la elección de un Presidente Español"" #investidurarajoy"
germanyanke,2011-12-20T13:42:50,"[{'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': 'PP', 'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}]","Nadie diría, por las sonrisas de los diputados del PP, que Rajoy ha ganado la votación."
sanchez_sonia,2011-12-20T13:50:46,"{'value': 'NEU', 'type': 'AGREEMENT'}","Disculpas por mis errores, cosas de las prisas :)"
mjguemes,2011-12-20T13:54:37,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}]","Rajoy a la salida: ""Me siento contento"". Estructura de Gobierno y ministros, lo deja para mañana"
mariviromero,2011-12-20T13:55:44,"{'value': 'NONE', 'type': 'AGREEMENT'}",". @MarianoRajoy, investido presidente | España | elmundo.es http://t.co/w8aQ8oUj"
Joss682008,2011-12-20T14:00:48,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}]","Rajoy confirma que mañana por la tarde dara a conocer su nuevo gobierno al Rey y a todos los españoles, despues de jurar su cargo."
mariviromero,2011-12-20T15:21:01,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@julianrojaso', 'value': 'P', 'type': 'AGREEMENT'}]",me encanta “@julianrojaso: Just posted a photo http://t.co/KeZVc5Ki”
Buenafuente,2011-12-20T15:38:25,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@hattorimami', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@Buenafuente', 'value': 'P+', 'type': 'AGREEMENT'}]",Muy bien. Un saludo“@hattorimami: @Buenafuente Hola! ¿Cómo estás? お元気ですか？Muchos besos＾＾”
lazaroelmundo,2011-12-20T15:46:04,"{'value': 'NONE', 'type': 'AGREEMENT'}","@Fgarea tiene sentido, anda que no tiene curro x delante"
periodistas21,2011-12-20T16:23:15,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@evocaimagen', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@pepecerezo', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@gonzalomartin', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@mkdirecto', 'value': 'N', 'type': 'AGREEMENT'}]","Pasa de push a pull, otro paradigma @evocaimagen @pepecerezo @gonzalomartin @mkdirecto Primera oleada 2.0 ha fracasado http://t.co/hMfyvd1a"
javiersolana,2011-12-20T16:27:24,"{'value': 'NEU', 'type': 'DISAGREEMENT'}",De Moputo a Johannsburgo fumigación (no con DDT) antes de despegar. Riesgos zero con malaria.
mariviromero,2011-12-20T16:42:34,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P', 'type': 'AGREEMENT'}]","Rajoy, investido presidente del Gobierno con 187 votos a favor http://t.co/bDOpKZoY"
periodistas21,2011-12-20T17:37:51,"{'value': 'P+', 'type': 'AGREEMENT'}",El público inteligente está en las redes sociales. La educación determina su uso más que la riqueza. Impacto en medios http://t.co/CNF4O2fv
JAMonago,2011-12-20T18:07:03,"{'value': 'P+', 'type': 'AGREEMENT'}","Feliz Navidad “@Migsalg:  feliz navidad desde el cluster del metal #aclumex, y feliz año 2012. http://t.co/kJNAZT91”"
Albert_Rivera,2011-12-20T18:10:53,"{'value': 'NEU', 'type': 'DISAGREEMENT'}",Mas impulsa 1 impuesto d 1€ x receta para “evitar abusos”.Quien emite ls recetas?Ls propios pacientes?O la Gene y el ICS? justos x pecadores
Albert_Rivera,2011-12-20T18:18:01,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Duran', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Govern', 'value': 'P+', 'type': 'AGREEMENT'}]","RT @contrastes_bcn: @Albert_Rivera ABRIL 2011:Duran asegura que ""de ninguna manera el Govern subirá los impuestos"" ¿el ""renacimiento ético""?"
PilarGGranja,2011-12-20T19:08:12,"{'value': 'N', 'type': 'AGREEMENT'}","vergonzoso, littleboy?“@Suanzes: @PilarGGranja Lo que sorprende no es que quieran serlo. Lo que sorprende es que lo digas en voz alta...”"
PabloAIglesias,2011-12-20T19:39:33,"{'value': 'NONE', 'type': 'AGREEMENT'}","Atención, periodistas! Voy a explicar en unos pocos tuits la agenda de @MarianoRajoy para el 21dic, primer día como presidente del Gobierno"
garcia_abadillo,2011-12-20T19:42:22,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Zapatero', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}]",Rajoy y Zapatero han protagonizado el traspaso de poderes más sosegado de la democracia. Los dos han puesto de su parte para lograrlo.
garcia_abadillo,2011-12-20T19:46:47,"{'value': 'NONE', 'type': 'AGREEMENT'}","La clave del nuevo gobierno: su estructura ¿Habrá dos vicepresidencias o ninguna? La clave, en el equipo económico."
Federicoquevedo,2011-12-20T19:46:59,"{'value': 'NONE', 'type': 'AGREEMENT'}",@PabloAIglesias @marianorajoy Hoy?
Carlos_Latre,2011-12-20T19:58:52,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Yes_We_Spain,_IS_DIFFERENT', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'PALMA_DE_MALLORCA', 'value': 'P+', 'type': 'AGREEMENT'}]","ESTRENO ""Yes We Spain, IS DIFFERENT"": 27 Y 28 de ENERO en el AUDITORIO DE PALMA DE MALLORCA. Entradas YA en http://t.co/Q9HzeyLP .REGÁLALO!!"
Amartinbeaumont,2011-12-20T20:57:06,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Germán', 'value': 'P+', 'type': 'AGREEMENT'}]","“@germanyanke: Revista de Prensa (ABC Punto Radio, 20 de diciembre) http://t.co/T65u7eWT” Se me hace corto. Es que me gusta oír a Germán más"
anabelenroy_tve,2011-12-20T21:00:22,"{'value': 'NONE', 'type': 'AGREEMENT'}",La NASA detecta dos planetas del tamaño de la Tierra fuera del Sitema Solar http://t.co/rXHr6UiS
mariviromero,2011-12-20T21:24:23,"{'value': 'P+', 'type': 'AGREEMENT'}",Preparada para la cena con los compis...chapa y pintura en 10 minutos...hoy he batido todos los récords
aarbeloa17,2011-12-20T22:22:25,"{'value': 'P+', 'type': 'AGREEMENT'}","REAL MADRID 5 - PONFERRADINA 1 #HALAMADRID! Felices fiestas... Y al año que viene, mas y mejor!! Abrazo!!!"
SalomeGa,2011-12-20T22:23:25,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@iescolar', 'value': 'P', 'type': 'AGREEMENT'}]",Hoy ha sido (aún es) el cumpleaños de @iescolar No creas que iba a acabar el día sin decirte Feliz Cumpleaños!!
VicenteVallesTV,2011-12-20T22:26:44,"{'value': 'N', 'type': 'AGREEMENT'}",@Fgarea podemos crear el hashtag #marianonomellama para todos aquellos que esperan... y desesperan
AlexdelaIglesia,2011-12-20T22:33:30,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Campofrío', 'value': 'P+', 'type': 'AGREEMENT'}]",“@pablooviana: ¿cómo huevos iba yo a pensar que un anuncio de embutido pudiera llegar a emocionarme tanto? Que grande #Campofrío” gracias!
iescolar,2011-12-20T22:44:32,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'BCE', 'value': 'NEU', 'type': 'AGREEMENT'}]",¿Qué hace falta para pedir una ficha bancaria? Yo también quiero comprar deuda al 4% con un prestamo del BCE al 1% a devolver en tres años.
iescolar,2011-12-20T22:53:14,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N+', 'type': 'AGREEMENT'}]","Mira, Rajoy, aprende de los tecnócratas. http://t.co/HDUZqqJx"
mgilguerrero,2011-12-20T23:02:13,"{'value': 'NONE', 'type': 'AGREEMENT'}",Imaz??? industria?? @Federicoquevedo @pperezf @antoniornaranjo
cecirl1982,2011-12-20T23:02:37,"{'value': 'P', 'type': 'AGREEMENT'}",Genial! bit.ly/vDUVEK
mgilguerrero,2011-12-20T23:14:26,"{'value': 'P+', 'type': 'AGREEMENT'}",eso seria mas noticia aun. Fusión hecha a la vista ademas d ministro... @Federicoquevedo @pperezf @antoniornaranjo
Federicoquevedo,2011-12-20T23:19:28,"{'value': 'NEU', 'type': 'AGREEMENT'}","@PalomaCervilla Tampoco aspiraba a ello, jajaja!"
PalomaCervilla,2011-12-20T23:24:54,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': '@PalomaCervilla', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@Federicoquevedo', 'value': 'N', 'type': 'AGREEMENT'}]","@Federicoquevedo @@PalomaCervilla pues tampoco te van a dar la exclusiva, mejor, menos competencia"
David_Busta,2011-12-20T23:40:13,"{'value': 'P+', 'type': 'AGREEMENT'}",Que feliz me hace ver que os gusta tanto el nuevo video!!! Esta hecho para vosotr@s !!! Os quierooooo!;-)
SalomeGa,2011-12-21T00:28:40,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@Campofrio_es', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Gila', 'value': 'P+', 'type': 'AGREEMENT'}]","Excepcional! @rafam_simancas: @chemarubio10: GENIAL el anuncio de @Campofrio_es con homenaje a Gila. ""Cómicos"" http://t.co/jmefz24i"
alfonsomerlos,2011-12-21T01:29:24,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Gara', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'ETA', 'value': 'N', 'type': 'AGREEMENT'}]","@anai_martin @Semanaldigital Gara, fiel a su línea editorial: quienes están en la cárcel, a la calle siempre que sean d ETA. D traca!"
anabelenroy_tve,2011-12-21T08:11:09,"{'value': 'NONE', 'type': 'AGREEMENT'}",Portada La Razón http://t.co/4litGdSV ...
SSantiagosegura,2011-12-21T08:48:20,"{'value': 'P', 'type': 'AGREEMENT'}",Muy buenos días a todos (a todos los que se los merezcan ;) http://t.co/rZvT1UeG
ccifuentes,2011-12-21T09:53:00,"{'value': 'NONE', 'type': 'AGREEMENT'}",A las 10:00h comienza el Pleno en #AsambleaMadrid. Podéis seguirlo en directo a través del siguiente enlace: http://t.co/1XAYFxrZ
Fgarea,2011-12-21T10:06:29,"{'value': 'NEU', 'type': 'DISAGREEMENT'}",#FF A todos los ministrables que no han pegado ojo.Sobre todo los que no reciben la llamada de Mariano. Queda la pedrea: las scr. de Estado
pedroj_ramirez,2011-12-21T10:46:14,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Ivan', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@irodero', 'value': 'P+', 'type': 'AGREEMENT'}]","Claro que sí, Ivan “@irodero: Mañana voy a desvirtualizar a @pedroj_ en Logroño. Habrá dedicatoria-bonus para tuiteros? #ElPrimerNaufragio”"
PabloAIglesias,2011-12-21T10:46:47,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@DiegoMazon', 'value': 'P+', 'type': 'AGREEMENT'}]",@DiegoMazon78 Tú también juras hoy el cargo? Pensaba que te tocaba mañana... ;-) Abrazos
DiegoMazon78,2011-12-21T10:58:56,"{'value': 'NONE', 'type': 'AGREEMENT'}",En el acto de ahora estaran Zapatero y Caamaño.
Albert_Rivera,2011-12-21T11:07:09,"{'value': 'N+', 'type': 'AGREEMENT'}","Se puede volver a recortar salarios a  trabajadores públicos mientras se gasta 39M en acción exterior,40M en lengua,o 386M en déficit d tv?"
Buenafuente,2011-12-21T11:08:03,"{'value': 'NONE', 'type': 'AGREEMENT'}",Hombre tostada: http://t.co/sMhaMmXn
SerranoAlfonso,2011-12-21T11:09:32,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'BOE', 'value': 'P', 'type': 'AGREEMENT'}]",El BOE soñado: http://t.co/xZdRMC2z Rajoy ya es Presidente
Buenafuente,2011-12-21T11:11:24,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Hernán', 'value': 'P+', 'type': 'AGREEMENT'}]",Lo conozco!! Gracias.!! Gran Hernán!!RT @MikelUrmeneta: @buenafuente http://t.co/HevrrXAH
Buenafuente,2011-12-21T11:12:01,"{'value': 'NONE', 'type': 'AGREEMENT'}","A todo esto.... Buenos dias. Ante todo, educación!!"
mgilguerrero,2011-12-21T11:12:06,"{'value': 'NONE', 'type': 'AGREEMENT'}","¡Alá, a contar nubes...!"
DiegoMazon78,2011-12-21T11:14:25,"{'value': 'P', 'type': 'AGREEMENT'}","@PabloAIglesias no se si mañana o pasado,jaja"
AlexdelaIglesia,2011-12-21T11:41:38,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@accioncine', 'value': 'P', 'type': 'AGREEMENT'}]",¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @accioncine
pedroj_ramirez,2011-12-21T12:00:05,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@MarianHCL', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'CírculoLogroñes', 'value': 'P', 'type': 'AGREEMENT'}]",El Círculo es parte de mi vida “@MarianHCL: Preparando la Presentación. Atendiendo llamadas de gente que quiere acudir al #CírculoLogroñes”
Albert_Rivera,2011-12-21T12:01:18,"{'value': 'N+', 'type': 'AGREEMENT'}","Subvenciones públicas para decir cosas como esta? Esto es ""cultura""? http://t.co/JLGcwZjW"
PaulaVazquezTV,2011-12-21T12:06:13,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@lamojigatacafe', 'value': 'P+', 'type': 'AGREEMENT'}]",En @lamojigatacafe tan rico todo!!!
PilarGGranja,2011-12-21T12:45:16,"{'value': 'NEU', 'type': 'DISAGREEMENT'}","Yo creo que el mejor puesto en la Adm es el de Director General de Paradores. No entiendo como quieren ser Ministros, con el gordo q caerá"
teresafclt,2011-12-21T12:54:08,"{'value': 'NONE', 'type': 'AGREEMENT'}",A las 19:30 h Mariano Rajoy informará de los nombres de sus ministros y ministras.
carmenmorodo,2011-12-21T12:55:29,"{'value': 'NONE', 'type': 'AGREEMENT'}",En un rato en @mananascuatro. Seremos el Oráculo de Delfos de los secretos de Rajoy... @elisabeni debe saberlo todo...
anai_martin,2011-12-21T12:57:45,"{'value': 'NONE', 'type': 'AGREEMENT'}",O eso dicen RT @mgilguerrero: Siete y media rueda de prensa de Mariano Rajoy. Dos de los fijos en las quinielas aun no han recibido llamadas
mariviromero,2011-12-21T13:57:48,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Víctor', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@_Clinica_Galvez', 'value': 'P+', 'type': 'AGREEMENT'}]",Operación retirada de puntos de Víctor finalizada con éxito . (@ Clinica Galvez) http://t.co/2DiAHYqd
andresiniesta8,2011-12-21T14:00:13,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Anna', 'value': 'P+', 'type': 'AGREEMENT'}]",Hoy hemos ido a por el regalo de Anna! aquí os dejo el video! Feliz Navidad!! http://t.co/iv8wHQ8K
PabloAIglesias,2011-12-21T16:08:39,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Twitter', 'value': 'N', 'type': 'AGREEMENT'}]",@mgilguerrero ¿Y cuánto tiempo tardará algún ministrable en cerrar su cuenta de Twitter cuando ya sea ministro?
periodistas21,2011-12-21T16:16:15,"{'value': 'N+', 'type': 'AGREEMENT'}",La preocupante deriva argentina contra la libertad y la democracia. Del periodismo militante al periodismo cómplice http://t.co/wT4tbPhz
ccifuentes,2011-12-21T16:29:27,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@ihenriquezluna', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@gemasanzs', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@EvaPiera_Madrid', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@IdiazAyuso', 'value': 'P', 'type': 'AGREEMENT'}]",Cierto :-) RT @gemasanzs @EvaPiera_Madrid @IdiazAyuso @ihenriquezluna solo en torno a los mejores se crea un buen ambiente de trabajo
Carlos_Latre,2011-12-21T17:02:10,"{'value': 'P+', 'type': 'DISAGREEMENT'}","""Que en 2012 por cada lágrima derramada suenen 2012 sonrisas ;)"" #razonesparacreer"
abarceloh25,2011-12-21T18:19:04,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@hora25', 'value': 'P+', 'type': 'AGREEMENT'}]","Edición especial de @hora25 con la composición del nuevo gobierno, a partir de las 19:20 y hasra las 20:00"
pedroj_ramirez,2011-12-21T18:38:50,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rubalcaba', 'value': 'N', 'type': 'AGREEMENT'}]",¿Conoce la doctrina del TC sobre libertad de expresión? Posada busca evitar fotos como la del móvil de Rubalcaba http://t.co/nG29JlK6
sanchez_sonia,2011-12-21T18:41:04,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'C._Martinez', 'value': 'P', 'type': 'AGREEMENT'}]","C. Martinez (alcalde de Soria): ""queremos implicar al ciudadano y al militante"" #muchoPSOEporhacer http://t.co/A2HToI4m"
sanchez_sonia,2011-12-21T18:41:53,"{'value': 'NEU', 'type': 'AGREEMENT'}","Narbona: ""no es todavía un debate sobre liderazgo, sino de qué proyecto político"", dice en #muchoPSOEporhacer"
Fgarea,2011-12-21T18:58:11,"[{'value': 'P', 'type': 'DISAGREEMENT'}, {'entity': 'Rajoy', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Aznar', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Zapatero', 'value': 'N', 'type': 'AGREEMENT'}]","Salvo que en la próxima media hora cambie, Rajoy ha conseguido lo que nunca lograron Aznar ni Zapatero: que no se filtre su Gobierno"
carlos__alsina,2011-12-21T19:13:30,"{'value': 'NONE', 'type': 'AGREEMENT'}",Vamos a irnos yendo para el estudio...no vaya a ser que...
anabelenroy_tve,2011-12-21T19:22:15,"{'value': 'NONE', 'type': 'AGREEMENT'}","(1) Si Gallardón es Ministro, hoy puede escribir carta renuncia a Madrid, se leería mañana en Pleno. Cobo asume cargo y 3 enero Ana Botella"
VicenteVallesTV,2011-12-21T19:26:32,"{'value': 'NONE', 'type': 'AGREEMENT'}",@Fgarea @carlos__alsina ah!! Es que a vosotros no os ha llamado???
carmenmorodo,2011-12-21T19:27:57,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N', 'type': 'AGREEMENT'}]",Con Rajoy vuelve aquello de que el que se mueva en la foto no sale
EvaORegan,2011-12-21T19:29:45,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Moncloa', 'value': 'N', 'type': 'AGREEMENT'}]",En la web de Moncloa no hay ni musiquilla ...
Enric_Hernandez,2011-12-21T19:42:05,"{'value': 'NONE', 'type': 'AGREEMENT'}","#GobiernoRajoyt Báñez (Trabajo), Soria (industria) y Wert (Educación)"
byuste,2011-12-21T19:51:55,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@MarAbad', 'value': 'P+', 'type': 'AGREEMENT'}]",Suscribo @MarAbad: @rafatamames Para mí no es negativo ser tertuliano. Era una observación. Y hay dos. De Guindos también hablaba en rne :)
anapastor_tve,2011-12-21T20:02:33,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Ana_Botella', 'value': 'N', 'type': 'AGREEMENT'}]",Ana Botella alcaldesa? de momento es TT....
JAMonago,2011-12-21T20:03:53,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Víctor_Gibello', 'value': 'P+', 'type': 'AGREEMENT'}]","no lo dudo, al contrario “@MVegaFabian: Pues Víctor Gibello hace unas fotos estupendas y es del terruño”"
mariviromero,2011-12-21T20:16:36,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Ana_Mato', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Asuntos_Sociales', 'value': 'P+', 'type': 'AGREEMENT'}]","Y me encanta que Ana Mato de la que conozco su sensibilidad , este al frente de Asuntos Sociales ;-))"
jesusmarana,2011-12-21T20:48:02,"{'value': 'NONE', 'type': 'AGREEMENT'}","“@carlosyannuzzi: explícanos qué significa eso!” Hasta ahora la presidía el o la titular de Economía, no el presidente."
PaulaVazquezTV,2011-12-21T21:00:13,"{'value': 'NONE', 'type': 'AGREEMENT'}",Con Santiago Segura me marco una cancioncita http://t.co/Y9ZBS9ME
mariviromero,2011-12-21T21:03:19,"{'value': 'NONE', 'type': 'AGREEMENT'}",Una estrella moribunda da pistas del destino último de la Tierra  http://t.co/hx2VOLN2
mariviromero,2011-12-21T21:07:30,"{'value': 'NONE', 'type': 'AGREEMENT'}",Una vida en el paracaídas http://t.co/MMUgIKbu
iescolar,2011-12-21T21:15:13,"{'value': 'N', 'type': 'AGREEMENT'}",Una anécdota del nuevo ministro de Exteriores: cuando enfadó a El Alcazar desde el despacho de Pilar Primo de Rivera http://t.co/v2t8g2ol
